id,drug_id,sentence_index,sentences,ADR1,ADR2,ADR3,ADR4,ADR5,ADR6,ADR7,ADR8,ADR9,ADR10,ADR11,ADR12,ADR13,ADR14,ADR15,ADR16,ADR17,ADR18,ADR19,ADR20,ADR21,ADR22,ADR23,ADR24,ADR25,ADR26,ADR27,ADR28,ADR29,ADR30
1336,cymbalta.90,3,Didn't cry at my own sister's funeral!,did not cry at my own sister's funerall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,cymbalta.90,4,"Felt numb, robot-like.",felt numb,robot-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,cymbalta.90,5,Also couldn't orgasm.,couldn't orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,cymbalta.91,1,"Initially, lose of appetite, sweating, dry mouth, constipation.",loss of appetite,sweating,dry mouth,constipation,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,cymbalta.91,2,"Once body is adjusted, only side affect is rapid weight gain.",rapid weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,cymbalta.91,9,Gained weight rapidly while on this drug.,gained weight rapidly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,cymbalta.91,12,The risks/side effects are not worth the inital relief.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,cymbalta.92,1,"EXTREME sweating, flat feeling, anger, halo around head feeling.",extreme sweating,flat feeling,anger,halo around head feeling,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,cymbalta.92,4,I think Cymbalta has made me extremely angry at everyone and has made my obsessive thoughts worse!,extremly angry at everyone,obsessive thoughts worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,cymbalta.93,1,heavy sweating.,heavy sweating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,cymbalta.94,1,"heart palpitations, chronic constipation, legs weak and heavy, trembling, crying jags, irritability, once or twice a ""rage"" reaction, very low self esteem, feeling unsafe and insecure, unhappy and scared.",hear palpitations,chronic constipation,legs weak and heavy,trembling,crying jags,irritability,once or twice a rage reaction,very low self esteem,feeling unsafe,feeling insecure,unhappy,scared,,,,,,,,,,,,,,,,,,
1347,cymbalta.95,1,Deep-end mania.,deep-end mania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,cymbalta.95,5,I would take time off work to collect.,take time off work ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,cymbalta.95,8,I was also missing meetings!,missing meetings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,cymbalta.95,9,My career was at an all time low!,career was at an all time low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,cymbalta.95,10,I kept getting fired.,kept getting fired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,cymbalta.96,1,"weight gain (50+ pounds) high blood pressure skin problems tiny wounds would not heal for months, frequently developed into skin infections (e. g. from acne) immune system problems loss of interest in all activities loss of interest in relationships extreme fatigue wanted to sleep all the time could not feel happiness or joy continued to feel depression, have suicidal thoughts under stress .",weight gain (50+ pounds),high blood pressure,skin problems,tiny wounds would not heal for months,frequently developed into skin infections,immue system problems,loss of interest in all activities,loss of interest in relationships,extreme fatigue,wanted to sleep all the time,could not feel happiness,could not feel joy,have suicidal thoughts,,,,,,,,,,,,,,,,,
1353,cymbalta.97,1,"Nauseated the first week, then went away.",nauseated the first week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,cymbalta.97,2,"Cymbalta makes me very tired and listless,which in turn made me gain weight, which in turn made me feel more depressed.",very tired ,listless,gain weight,feel more depressed,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,cymbalta.97,3,"I can't concentrate well,foggy thoughts,poor memory,and don't want to socialize much.",can't concentrate,foggy thoughts,poor memory,don't want to socialize much,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,cymbalta.97,6,I have a subtle ringing in my ears.,subtle ringing in my ears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,cymbalta.99,1,Only major side effect was inability to achieve orgasm which I personally found intolerable.,inability to achieve orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,cymbalta.99,3,"Had it not been for the one side effect, I'd likely have continued it indefinitely for Fibro Pain & Depression.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,cymbalta.100,1,"Extreme sedation, inability to move, excessive sleeping.",extreme sedation,inability to move,excessive sleeping,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,cymbalta.100,2,Digestive tract discomfort which has lead to a flare up of IBS.,digestive tract discomfort,a flare up of IBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,cymbalta.100,3,"May be a good drug, but I can't take it anymore because of the sedation and stomach problems.",sedation,stomach problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,cymbalta.101,1,"Drastic drop in libido, profuse sweating, decreased appetite.",drastic drop in libido,profuse sweating,decreased appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,cymbalta.101,5,"The decreased libido is a major problem because I truly love my husband of 14 years, but I have a VERY difficult time being interested on an intimate level.",decreased libido,difficult time being interested on an intimate level,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,cymbalta.101,6,I also cannot deal with the sweating.,sweating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,cymbalta.101,7,I sweat so profusely that it has become embarrassing.,sweat so profusely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,cymbalta.102,1,"decreased appetite, nausea (went away after a few days), some sudden dizzy spells (last a few seconds to a minute or two), constipation, gas.",decreased appetite,nausea (went away after a few days),some sudden dizzy spells,constipation,gas,,,,,,,,,,,,,,,,,,,,,,,,,
1367,cymbalta.103,1,"dry mouth, headaches, lowered libido, hot flashes, irregular sleep pattern (insomnia like), hitting ""wall"" - brain stops working, poor short term memory, fatigue.",dry mouth,headaches,lowered libido,hot flashes,irregular sleep pattern,insomnia like,"hitting ""wall""",brain stops working,poor short term memory,fatigue,,,,,,,,,,,,,,,,,,,,
1368,cymbalta.103,3,"But I think there is a life cycle to taking it, maybe 5 years or so; when they increased it to 90mg (April 2012) my cognition got noticeably worse, fatigue got much worse, every side effect amplified",cognition got noticeably worse,fatigue got much worse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,cymbalta.104,1,"INTENSE HOT FLASHES, PROFUSE SWEATING, particularly severe with stress and when too hungry - can get to the point of soaking, dripping sweat, soaked clothes, bed, chair, car seat, total embarrassment, happens worst at most inappropriate times.",intense hot flashed,profuse sweating,get to the point of soaking,dripping sweat,"soaked clothes, bed, chair, car seat",,,,,,,,,,,,,,,,,,,,,,,,,
1370,cymbalta.104,3,It seems only a VERY TOXIC drug would have this side effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,cymbalta.104,4,"Now, after 9 months, constant dull (sinus) headache, constant insomnia, caffeine intolerant (1 cup coffee = heart pounding, headache, agitation, uncomfortable for rest of day), 3 months ago weight started increasing, now 40 pounds heavier!",constant dull(sinus) headache,constant insomnia,caffeine intolerant,weight started increasing,40 pounds heavier,,,,,,,,,,,,,,,,,,,,,,,,,
1372,cymbalta.104,5,"Isolating, fuzzy headed, poorer concentration now 9 months after switching to Cymbalta, time to switch back or on to another SSNRI/SNRI or hopefully, maybe, something better!",isolating,fuzzy headed,poorer concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,cymbalta.104,7,"Cymbalta, however, has decreased ability to orgasm much less than Effexor or Zoloft, Paxil caused much worse (totally intolerable) headaches.",decreased ability to orgasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,cymbalta.104,8,"Cymbalta has helped with depression, but I've had better success with much less, unpleasant side effects from other medications, and soon I will be switching back.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,cymbalta.107,1,"complete indifference towards sex, inability to get an erection, severe pain in my right jaw, headache, nausea, an odd gag reflex when I yawned, insomnia, feeling of being ""strung out"".",complete indifference towards sex,inability to get an erection,severe pain in my right jaw,headache,nausea,an odd gag reflex,insomnia,"feeling of being ""strung out""",,,,,,,,,,,,,,,,,,,,,,
1376,cymbalta.107,3,"However, the side effects were too severe; I was taking 30mg I could not endure the total impotence and feared a permanent sexual effect, and I never once felt sleepy while on the medicine.",total impotence,permanent sexual effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,cymbalta.108,1,Made me gain a quick 15 pounds.,gain a quick 15 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,cymbalta.109,1,"Emotionally numb, wasn't happy or sad.",emotionally numb,wasn't happy or sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,cymbalta.109,2,"No libido at all, was unable to orgasm from sex. ",no libido at all,unable to orgasm from sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,cymbalta.110,1,"The first week I was on it, I threw up every day.","first week, threw up every day",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,cymbalta.110,3,Lost 10 pounds.,lost 10 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,cymbalta.110,4,"Other than that bad week of not being able to eat, no other side effects.",not being able to eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,cymbalta.111,1,Nausea and stomach cramping the first couple of days; was somewhat better if I ate small amounts of food frequently.,nausea the first couple of days,stomach cramping the first couple of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,cymbalta.111,2,It also made me very hungry when I first started it and whenever I increased dosage.,made me very hungry when I first started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,cymbalta.112,1,"vivid dreams, clenching of the jaw, dry mouth, night sweats, interupted sleep, needing the toilet in the night, insomnia, weight gain, craving carbs, binge eating,weak joints, muscle tiredness, emotional numbness- feeling of not caring about anything or anyone,loss of labido,itching,excessive yawning and tiredness, short attention span.",vivid dreams,clenching of the jaw,dry mouth,night sweats,interupted sleep,insomnia,weight gain,craving carbs,binge eating,weak joints,muscle tiredness,emotional numbness,feeling of not caring about anything ,feeling of not caring about anyone,loss of libido,itching,excessive yawning ,tiredness,short attention span,,,,,,,,,,,
1386,cymbalta.112,4,"since taking cymbalta i av gained 14lbs which i CANT loose no matter how hard i try,im also craving carbs & binge eating which iv neva done b4) i av also found that when training @ gym my joints r weaker & i av 2 wear supports.",gained 14lbs,craving carbs,binge eating,joints are weaker,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,cymbalta.112,5,"the emotional numbness as affected me most as im @ risk of losing my partner who as bin there 4me thru it all but i just av no feelings & i dont seem 2 care how much i hurt him,i also feel like ill lose my friends & family if im not careful.",emotional numbness,@ risk of losing my partner,no feelings,dont seem 2 care how much i hurt him,feel like ill lose my friends & family,,,,,,,,,,,,,,,,,,,,,,,,,
1388,cymbalta.113,1,"Catatonic, no emotion.",Catatonic,no emotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,cymbalta.113,2,Severe palpitations and irregular heartbeat.,severe palpitatios,irregular heartbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,cymbalta.113,3,Stopped taking it and two weeks later still irregular.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,cymbalta.113,6,"I was able to function physically like a normal human being again for the first time in years, but I had no emotion whatsoever.",had no emotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,cymbalta.114,1,"loss of appetite, weight loss, nausea (subsided after a few days).",loss of appetite,weight loss,nausea (subsided after a few days),,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,cymbalta.114,3,I was hit with a lot of side effects of Cymbalta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,cymbalta.114,5,"The loss of appetite and weight loss was one of the main side effects I had, I am already underweight, and losing weight isn't good for me",loss of appetite,weight loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,cymbalta.115,1,definatly get real nausious.,real nausious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,cymbalta.115,2,I am having strong flu like symtoms but I am coming off of effexor and that has always been hardcore.,strong flu like symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,cymbalta.115,3,"I have been on effexor for 11 years and it has help me funtion and provide for my family, but I have been really tired and have to contantly fight weight gain.",tired ,weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,cymbalta.116,1,Occasional dryness of mouth & constipation at first.,"dryness of mouth, at first","Occasional, constipation at first",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,cymbalta.116,4,Rapid heart beat at times.,rapid heart beat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,cymbalta.116,8,Mild headaches.,mild headaches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,cymbalta.116,9,Lightheadedness.,lightheadedness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,cymbalta.116,10,"Low dose (20 mg) One weird side effect I had was an occasional feeling of heaviness in my calves that gradually increased and became painful, almost like the blood was pooling in my legs.",occasional feeling of heaviness in my calves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,cymbalta.116,12,Still feel lightheaded now & then.,Still feel lightheaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,cymbalta.117,1,"constant numbness on the right side of my body, tingling fingers, unexplained extreme yawning, trouble staying asleep, anxiety, accelerated heart rate in mornings, dry-mouth when working out, new sweating that continues hours after working out, constipation, loss of appetite/cravings.",constant numbness on the right side of my body,tingling fingers,extreme yawning,trouble staying asleep,anxiety,accelerated heart rate ,dry mouth ,sweating ,constipation,loss of appetite,loss of cravings,,,,,,,,,,,,,,,,,,,
1405,cymbalta.117,2,"I had lots of side effects the first 2-3 days of being on the 30 mg tablet, but most went away.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,cymbalta.117,4,"4-5 weeks into 60 mg I started to have extreme numbness & tingling on my right hand, arm, side, shoulder blade.",extreme numbness,tingling on my right hand,tingling on my right arm,tingling on my right side,tingling on my right shoulder blade,,,,,,,,,,,,,,,,,,,,,,,,,
1407,cymbalta.118,1,"decreased appetite, fatigue, maybe a little ""foggy"".",decreased appetite,fatigue,"a little ""foggy""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,cymbalta.118,5,"And I'm 50 pounds overweight, so I'm not complaining about the decreased appetite!",decreased appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,cymbalta.119,1,"Short term: dizziness,nausea,confusion, and headaches for about 10 days or so.",short term dizziness,short term nausea,short term confusion,headaches for 10 days,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,cymbalta.119,2,"Long term: extremely graphic nightmares, night sweats(especially in winter), 30 lb.",long term: extremely graphic nightmares,long term: night sweats,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,cymbalta.119,3,"weight gain, sexual side effects, extremely unhappy with all of these side effects.",weight gain,sexual side effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,cymbalta.119,4,"I feel somewhat more stable than when off of this type of medicine, but I am also so unhappy with the long term side effects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,cymbalta.119,5,"Also, I am still experiencing some major depressive episodes and invasive thoughts, which makes me question if the cure is worse than the disease.",major depressive episodes,invasive thoughts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,cymbalta.120,1,have gained 30 lbs since I began taking this.,gained 30 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,cymbalta.120,2,I have never been overweight before.,overweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,cymbalta.120,3,"Also, oddly my cholesterol has jumped up over 50 points in the last year.",cholesterol has jumped up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,cymbalta.120,4,Which can be a side effect of Cymbalta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,cymbalta.120,5,Very sleepy all the time.,very sleepy all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,cymbalta.120,6,Hard time focusing and if I miss dose look out.,hard time focusing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,cymbalta.120,10,"The drug has helped with the depression, however the side effects are awful.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,cymbalta.120,11,"If you think giving a depressed woman who has never had a weight problem, an extra 30 lbs to carry around is a good idea you would be mistaken.",extra 30 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,cymbalta.120,12,So mostly the weight issue is a big deal.,weight issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,cymbalta.120,13,"I swear the drug makes me very, very hungry.",very hungry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,cymbalta.120,15,"Also, I also just seem mostly numb which is pretty scary.",mostly numb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,cymbalta.121,1,"Vivid dreams, and remember them in such great detail !",vivid dreams,"dreams, remember them in such great detail",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,cymbalta.121,2,"Increased sex drive, reduced appetite,neck pain.",increased sex drive,reduced appetite,neck pain,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,cymbalta.121,3,I haven't been taking this drug too long and I am stopping because of the dryness it causes in my eyes (swollen) and my scalp (scratching).,"dryness, eyes",eyes (swollen),"dryness, scalp",scalp (scratching),,,,,,,,,,,,,,,,,,,,,,,,,,
1428,cymbalta.121,4,"I can't read or focus my eyes because of the dryness and burning, my eyelids are swollen and, although it has helped somewhat with fibro pain, it's not worth it.",can't read,can't focus my eyes,"eyes, dryness","eyes, burning",eyelids are swollen,,,,,,,,,,,,,,,,,,,,,,,,,
